Battery carry-over: SOC=84.399%, V=46.43V
⚠️ PERSISTENT FAULT: recovery runs WITH fault still active
$ /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/auv_sim_fd -f /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure -p 682.29,674.80,111.50 fl_recovery_rudder_stuck.mission
opening ./system.log as system log... done
MIT Sea Grant Odyssey IIB vehicle simulator
	Revision: 2.22, Date: 1998/02/03 04:25:07
Initializing vehicle data structure ...
	273 sensors, 22 behaviors ...
mission file: ./Mission/fl_recovery_rudder_stuck.mission ...
UseSim               1
Entering on-board sim mode disabling all other devices
DebugMode  0

 *** state 1 ***
state: recovery

  sensor:     uo_control_pitch_lim(deg) 45
 behavior: mission_timer 1 
  b_arg:                        time(s) 8400
 behavior: depth_envelope 2 
  b_arg:                   max_depth(m) 171.5
  b_arg:                   min_depth(m) 0
  b_arg:           alt_env_active(bool) 0
  b_arg:                min_altitude(m) 5
  b_arg:      depth_cutoff_active(bool) 1
  b_arg:                cutoff_depth(m) 161.5
 behavior: ascend 3 
  b_arg:                   heading(rad) -7.364
  b_arg:              rudder_angle(rad) 0
  b_arg:              ascent_angle(rad) 0
  b_arg:                     speed(m/s) 0
  b_arg:                   end_depth(m) 0
  b_arg:      drop_descent_weight(bool) 0
  b_arg:       drop_ascent_weight(bool) 1
  b_arg:     abort_mission_active(bool) 0
power_init: V_nom=48.0V Q=50.0Ah R_batt=0.10Ω V_cutoff=36.0V P_hotel=30.0W SOC_0=100.0% Ke=0.570 R_m=2.0Ω
fault_injection: rudder stuck (param=0.350) trigger: time at 0.00
fault_injection: loaded 1 fault(s) from /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure
battery config: SOC_0 = 84.4% (V_oc=46.88V)
battery config: enabled = 1
battery config: V_nom = 48.0V
battery config: P_hotel = 30.0W
fault_injection: 1 fault(s) loaded from /home/khalid/Desktop/AUV_Code/SPAR-LLM/sim_tab/binaries/Faults/_recovery_persistent_rudder_stuck.failure
  [0] rudder stuck param=0.350 time=0.00
error_trap: thresholds: elev=0.050 rad, rud=0.050 rad, thr=0.5 A, depth=3.0 m, cycles=50, settling=10.0s
Overriding initial position: N=682.29 E=674.80 D=111.50
vvp->nstates = 1, vvp->cstate = 0 after load_mission()
Data Logger (binary file v2)
	Revision: 2.22, Date: 1998/02/03 04:25:07
	datafile: ./Data/S2608707.obd
Calendar time: 1774673177 (Mar 28, 2026 04:46:17 UTC)
SIM_BOTTOM: Using MATH_BOTTOM - TRENCH
SIM_BOTTOM (math_bottom): No Bottom File Specified.  Using built in trench coordinates.
SIM_BOTTOM: *** Collision! (Mission time = 0.00 sec)
    0.00: FAULT ACTIVATED: rudder stuck (param=0.350) at depth=111.50m
ET_HDR,sim_time,state,cmd_elev,act_elev,cmd_rud,act_rud,cmd_thr,act_thr,cmd_depth,state_target_depth,act_depth,pos_n,pos_e,depth,heading_deg,speed,pitch_deg,altitude,oa1_range,oa2_range,roll_deg,seafloor_n,seafloor_e,seafloor_d,faults_active,fault_components,detected,det_component,det_method,det_mismatch,elev_cnt,rud_cnt,thr_cnt,depth_cnt,V_batt,SOC,I_batt,P_total,eta_motor,P_motor,P_hotel,usbl_range,usbl_azimuth,usbl_elevation,dock_n,dock_e,dock_d
ET,1202.00,0,-0.0797,-0.0804,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.163,654.88,678.50,81.16,486.11,-0.084,-4.71,0.000,0.000,0.000,-0.87,654.88,678.50,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83970813,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1203.00,0,-0.0807,-0.0799,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.138,654.91,678.42,81.14,486.66,-0.083,-4.66,0.000,0.000,0.000,-0.87,654.91,678.42,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83970456,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1204.00,0,-0.0845,-0.0829,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.113,654.95,678.35,81.11,487.21,-0.083,-4.77,0.000,0.000,0.000,-0.87,654.95,678.35,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83970100,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1205.00,0,-0.0875,-0.0866,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.088,654.99,678.28,81.09,487.76,-0.083,-4.94,0.000,0.000,0.000,-0.87,654.99,678.28,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83969744,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1206.00,0,-0.0871,-0.0877,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.063,655.03,678.21,81.06,488.31,-0.084,-5.01,0.000,0.000,0.000,-0.87,655.03,678.21,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83969388,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1207.00,0,-0.0836,-0.0852,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.037,655.07,678.13,81.04,488.86,-0.084,-4.92,0.000,0.000,0.000,-0.87,655.07,678.13,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83969031,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1208.00,0,-0.0802,-0.0813,-0.5236,0.3500,0.000,0.000,0.000,0.000,81.012,655.12,678.06,81.01,489.41,-0.084,-4.75,0.000,0.000,0.000,-0.87,655.12,678.06,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83968675,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1209.00,0,-0.0801,-0.0796,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.987,655.16,677.99,80.99,489.96,-0.083,-4.66,0.000,0.000,0.000,-0.87,655.16,677.99,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83968319,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1210.00,0,-0.0833,-0.0817,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.962,655.20,677.92,80.96,490.51,-0.083,-4.73,0.000,0.000,0.000,-0.87,655.20,677.92,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83967963,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1211.00,0,-0.0869,-0.0857,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.937,655.24,677.85,80.94,491.06,-0.083,-4.90,0.000,0.000,0.000,-0.87,655.24,677.85,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83967606,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1212.00,0,-0.0876,-0.0878,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.911,655.29,677.78,80.91,491.61,-0.084,-5.01,0.000,0.000,0.000,-0.87,655.29,677.78,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83967250,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1213.00,0,-0.0847,-0.0862,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.886,655.33,677.71,80.89,492.16,-0.084,-4.96,0.000,0.000,0.000,-0.87,655.33,677.71,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83966894,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1214.00,0,-0.0810,-0.0823,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.860,655.38,677.64,80.86,492.71,-0.084,-4.80,0.000,0.000,0.000,-0.87,655.38,677.64,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83966537,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1215.00,0,-0.0797,-0.0797,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.835,655.43,677.57,80.84,493.26,-0.084,-4.67,0.000,0.000,0.000,-0.87,655.43,677.57,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83966181,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1216.00,0,-0.0821,-0.0808,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.810,655.47,677.50,80.81,493.81,-0.083,-4.69,0.000,0.000,0.000,-0.87,655.47,677.50,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83965825,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1217.00,0,-0.0860,-0.0845,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.785,655.52,677.44,80.78,494.36,-0.083,-4.85,0.000,0.000,0.000,-0.87,655.52,677.44,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83965469,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1218.00,0,-0.0878,-0.0875,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.760,655.57,677.37,80.76,494.91,-0.084,-4.99,0.000,0.000,0.000,-0.87,655.57,677.37,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83965112,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1219.00,0,-0.0859,-0.0871,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.734,655.62,677.30,80.73,495.46,-0.084,-4.99,0.000,0.000,0.000,-0.87,655.62,677.30,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83964756,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1220.00,0,-0.0820,-0.0835,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.709,655.67,677.24,80.71,496.01,-0.084,-4.85,0.000,0.000,0.000,-0.87,655.67,677.24,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83964400,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1221.00,0,-0.0797,-0.0802,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.683,655.72,677.17,80.68,496.56,-0.084,-4.70,0.000,0.000,0.000,-0.87,655.72,677.17,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83964044,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1222.00,0,-0.0811,-0.0801,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.658,655.77,677.11,80.66,497.11,-0.083,-4.67,0.000,0.000,0.000,-0.87,655.77,677.11,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83963687,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1223.00,0,-0.0849,-0.0833,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.633,655.82,677.04,80.63,497.66,-0.083,-4.79,0.000,0.000,0.000,-0.87,655.82,677.04,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83963331,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1224.00,0,-0.0877,-0.0869,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.608,655.87,676.98,80.61,498.21,-0.083,-4.96,0.000,0.000,0.000,-0.87,655.87,676.98,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83962975,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1225.00,0,-0.0868,-0.0876,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.583,655.93,676.91,80.58,498.76,-0.084,-5.01,0.000,0.000,0.000,-0.87,655.93,676.91,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83962619,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1226.00,0,-0.0831,-0.0847,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.557,655.98,676.85,80.56,499.31,-0.084,-4.90,0.000,0.000,0.000,-0.87,655.98,676.85,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83962262,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1227.00,0,-0.0800,-0.0809,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.532,656.03,676.79,80.53,499.86,-0.084,-4.73,0.000,0.000,0.000,-0.87,656.03,676.79,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83961906,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1228.00,0,-0.0803,-0.0797,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.507,656.09,676.72,80.51,500.41,-0.083,-4.66,0.000,0.000,0.000,-0.87,656.09,676.72,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83961550,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1229.00,0,-0.0837,-0.0821,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.482,656.14,676.66,80.48,500.96,-0.083,-4.75,0.000,0.000,0.000,-0.87,656.14,676.66,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83961193,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1230.00,0,-0.0872,-0.0860,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.457,656.20,676.60,80.46,501.52,-0.083,-4.91,0.000,0.000,0.000,-0.87,656.20,676.60,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83960837,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1231.00,0,-0.0875,-0.0878,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.431,656.25,676.54,80.43,502.06,-0.084,-5.01,0.000,0.000,0.000,-0.87,656.25,676.54,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83960481,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1232.00,0,-0.0843,-0.0859,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.406,656.31,676.48,80.41,502.61,-0.084,-4.94,0.000,0.000,0.000,-0.87,656.31,676.48,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83960125,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1233.00,0,-0.0806,-0.0819,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.380,656.37,676.42,80.38,503.16,-0.084,-4.78,0.000,0.000,0.000,-0.87,656.37,676.42,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83959768,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1234.00,0,-0.0798,-0.0796,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.355,656.43,676.36,80.36,503.71,-0.084,-4.67,0.000,0.000,0.000,-0.87,656.43,676.36,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83959412,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1235.00,0,-0.0825,-0.0811,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.330,656.49,676.30,80.33,504.27,-0.083,-4.71,0.000,0.000,0.000,-0.87,656.49,676.30,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83959056,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1236.00,0,-0.0864,-0.0849,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.305,656.55,676.24,80.31,504.82,-0.083,-4.86,0.000,0.000,0.000,-0.87,656.55,676.24,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83958700,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1237.00,0,-0.0878,-0.0877,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.280,656.60,676.19,80.28,505.37,-0.084,-5.00,0.000,0.000,0.000,-0.87,656.60,676.19,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83958343,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1238.00,0,-0.0854,-0.0868,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.254,656.67,676.13,80.25,505.91,-0.084,-4.98,0.000,0.000,0.000,-0.87,656.67,676.13,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83957987,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1239.00,0,-0.0816,-0.0831,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.229,656.73,676.07,80.23,506.46,-0.084,-4.83,0.000,0.000,0.000,-0.87,656.73,676.07,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83957631,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1240.00,0,-0.0796,-0.0800,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.203,656.79,676.02,80.20,507.01,-0.084,-4.69,0.000,0.000,0.000,-0.87,656.79,676.02,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83957274,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1241.00,0,-0.0815,-0.0803,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.178,656.85,675.96,80.18,507.57,-0.083,-4.68,0.000,0.000,0.000,-0.87,656.85,675.96,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83956918,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1242.00,0,-0.0854,-0.0837,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.153,656.91,675.91,80.15,508.12,-0.083,-4.81,0.000,0.000,0.000,-0.87,656.91,675.91,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83956562,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1243.00,0,-0.0878,-0.0872,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.128,656.97,675.86,80.13,508.67,-0.084,-4.97,0.000,0.000,0.000,-0.87,656.97,675.86,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83956206,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1244.00,0,-0.0864,-0.0874,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.103,657.04,675.80,80.10,509.22,-0.084,-5.00,0.000,0.000,0.000,-0.87,657.04,675.80,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83955849,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1245.00,0,-0.0826,-0.0843,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.077,657.10,675.75,80.08,509.76,-0.084,-4.88,0.000,0.000,0.000,-0.87,657.10,675.75,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83955493,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1246.00,0,-0.0798,-0.0807,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.052,657.17,675.70,80.05,510.31,-0.084,-4.72,0.000,0.000,0.000,-0.87,657.17,675.70,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83955137,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1247.00,0,-0.0806,-0.0798,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.027,657.23,675.65,80.03,510.87,-0.083,-4.66,0.000,0.000,0.000,-0.87,657.23,675.65,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83954781,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1248.00,0,-0.0842,-0.0826,-0.5236,0.3500,0.000,0.000,0.000,0.000,80.002,657.30,675.60,80.00,511.42,-0.083,-4.76,0.000,0.000,0.000,-0.87,657.30,675.60,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83954424,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1249.00,0,-0.0874,-0.0864,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.977,657.36,675.55,79.98,511.97,-0.083,-4.93,0.000,0.000,0.000,-0.87,657.36,675.55,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83954068,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1250.00,0,-0.0872,-0.0877,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.951,657.43,675.50,79.95,512.52,-0.084,-5.01,0.000,0.000,0.000,-0.87,657.43,675.50,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83953712,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1251.00,0,-0.0839,-0.0855,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.926,657.50,675.45,79.93,513.07,-0.084,-4.93,0.000,0.000,0.000,-0.87,657.50,675.45,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83953355,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1252.00,0,-0.0804,-0.0816,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.900,657.56,675.40,79.90,513.62,-0.084,-4.76,0.000,0.000,0.000,-0.87,657.56,675.40,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83952999,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1253.00,0,-0.0800,-0.0797,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.875,657.63,675.35,79.88,514.17,-0.084,-4.66,0.000,0.000,0.000,-0.87,657.63,675.35,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83952643,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1254.00,0,-0.0830,-0.0815,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.850,657.70,675.30,79.85,514.72,-0.083,-4.72,0.000,0.000,0.000,-0.87,657.70,675.30,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83952287,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1255.00,0,-0.0867,-0.0854,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.825,657.77,675.26,79.83,515.27,-0.083,-4.88,0.000,0.000,0.000,-0.87,657.77,675.26,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83951930,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1256.00,0,-0.0877,-0.0878,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.800,657.84,675.21,79.80,515.82,-0.084,-5.00,0.000,0.000,0.000,-0.87,657.84,675.21,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83951574,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1257.00,0,-0.0850,-0.0865,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.774,657.91,675.17,79.77,516.37,-0.084,-4.97,0.000,0.000,0.000,-0.87,657.91,675.17,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83951218,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1258.00,0,-0.0812,-0.0826,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.749,657.98,675.12,79.75,516.92,-0.084,-4.81,0.000,0.000,0.000,-0.87,657.98,675.12,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83950862,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1259.00,0,-0.0796,-0.0798,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.723,658.05,675.08,79.72,517.47,-0.084,-4.68,0.000,0.000,0.000,-0.87,658.05,675.08,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83950505,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1260.00,0,-0.0818,-0.0806,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.699,658.12,675.04,79.70,518.02,-0.083,-4.69,0.000,0.000,0.000,-0.87,658.12,675.04,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83950149,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
ET,1261.00,0,-0.0858,-0.0842,-0.5236,0.3500,0.000,0.000,0.000,0.000,79.673,658.19,674.99,79.67,518.57,-0.083,-4.83,0.000,0.000,0.000,-0.87,658.19,674.99,0.00,1,rudder_stuck,1,rudder,actuator_mismatch,0.1736,0,50,0,0,46.78,0.83949793,0.641,30.0,0.000,0.0,30.0,756.02,-1.5516,-0.0728,100.0,200.0,50.0
